koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_srad
FALSE POSITIVE,0,1,1,0,3.187067566,171.64976,1.234,3.119,1037.4,23.88,1079,37.2,1,0.811
CONFIRMED,0,0,0,0,5.826657508,173.011411,0.033,2.9183,1539.1,4.09,1013,81.1,1,1.06
CONFIRMED,0,0,0,0,12.41216347,142.54039,0.021,3.739,611.3,2.58,787,25.6,3,1.06
CONFIRMED,0,0,0,0,18.74649011,147.13074,0.508,3.895,796.8,3.05,686,26.7,2,1.06
CONFIRMED,0,0,0,0,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,615,78.7,2,1.257
CONFIRMED,0,0,0,0,87.6476068,134.94222,0.147,8.871,1009.6,4,484,37.5,3,1.257
CONFIRMED,0,0,0,0,9.467821474,178.415842,0.081,2.4327,2237,2.13,407,124.7,1,0.458
CONFIRMED,0,0,0,0,4.942783419,136.3294353,0.566,3.25346,11145,10.62,1008,2040.7,1,0.978
CONFIRMED,0,0,0,0,20.83426731,176.58569,0.256,4.0454,988.4,2.74,595,45.1,1,0.88
CONFIRMED,0,0,0,0,9.94602357,171.70192,0.035,3.3862,994.5,3.12,807,51,1,1.013
CONFIRMED,0,0,0,0,1.04562195,133.91912,0.037,1.8955,213,1.45,1710,25.3,2,1.013
CONFIRMED,0,0,0,0,5.71462396,132.63866,0.503,2.336,297.8,1.78,971,16.7,3,1.013
CANDIDATE,0,0,0,0,102.9641952,158.07473,0.922,15.735,1896.7,39,797,86.1,1,7.119
CONFIRMED,0,0,0,0,8.14515981,140.56811,0.965,5.073,446.8,3.43,1050,32.2,2,1.24
CONFIRMED,0,0,0,0,18.9985279,144.74157,1.3,4.529,430.7,43.17,792,16.9,3,1.24
CONFIRMED,0,0,0,0,4.24439049,137.06643,0.949,3.282,174,2.07,1305,15.1,5,1.24
CANDIDATE,0,0,0,0,90.1240507,356.23415,0.698,11.649,3020.3,7.12,485,57.9,1,1.215
CONFIRMED,0,0,0,0,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538,97.1,2,0.812
CANDIDATE,0,0,0,0,0.689210173,133.28584,0.154,1.6169,195,1.32,1943,93.4,1,0.954
FALSE POSITIVE,0,1,0,0,0.379463865,170.2480164,1.246,0.86896,1973.3,59.56,3000,458.6,1,1.783
FALSE POSITIVE,0,1,0,0,9.88047978,173.608672,1.02,2.78458,18541,23.6,860,534.5,1,0.917
FALSE POSITIVE,0,1,0,0,17.51201477,174.282592,0.994,1.8248,4511.7,13.66,804,322.3,1,1.132
FALSE POSITIVE,0,1,0,0,3.9886021,171.01852,0.06,1.7376,673.5,34.39,3145,37.1,1,13.652
FALSE POSITIVE,0,1,1,0,0.525154153,133.744359,1.226,2.1441,747.5,23.61,2073,116.1,1,0.846
FALSE POSITIVE,0,0,1,1,1.303861044,134.212059,1.258,4.0541,598.2,27.85,1610,140.6,1,0.902
FALSE POSITIVE,0,0,1,0,2.55549176,134.50078,1.228,9.083,113.8,23.35,1312,24.3,1,0.901
FALSE POSITIVE,0,1,0,0,2.947376671,171.522978,2.641,2.0911,433.2,403.59,2404,62.3,1,2.234
FALSE POSITIVE,0,0,1,0,5.76573396,133.30941,0.708,2.924,248,7.47,1964,22.2,1,4.434
FALSE POSITIVE,1,0,1,0,0.73094589,133.68876,1.169,4.32,250.2,17.12,1922,37.5,1,0.848
CONFIRMED,0,0,0,0,18.92537246,149.49558,0.806,3.9835,640.9,13.92,1171,41,1,4.885
FALSE POSITIVE,1,0,1,1,0.933749106,134.31831,0.736,4.256,186.2,3.22,2863,136.3,1,2.188
FALSE POSITIVE,0,0,1,1,2.037440623,133.59962,0.715,3.442,118.6,1.19,1572,27,1,1.015
CONFIRMED,0,0,0,0,31.5925809,142.9649,0.283,13.566,145.1,1.78,688,25.5,2,1.487
CONFIRMED,0,0,0,0,1.97376085,178.6894194,0.337,1.82542,30222,8.78,753,1252.5,1,0.503
CANDIDATE,0,0,0,0,13.11896244,261.539434,0.042,4.3045,372.2,8.25,1768,267.4,1,4.24
FALSE POSITIVE,0,1,1,1,4.618767792,133.386535,0.766,5.9957,4399.1,7.48,1170,270.1,1,1.033
FALSE POSITIVE,1,0,0,0,7.82187328,123.49907,0.005,3.8417,42.2,2.78,2101,37.2,2,4.24
CANDIDATE,0,0,0,0,53.5057611,172.98304,0.46,10.5616,195.6,2.52,675,71.2,1,1.762
CONFIRMED,0,0,0,0,2.785821236,260.83731,0.893,3.5599,68.9,1.69,1784,53.6,1,1.733
FALSE POSITIVE,0,1,0,0,52.56901867,184.971267,1.197,6.7507,26900,78.54,737,184.3,1,1.717
CANDIDATE,0,0,0,0,6.79685353,138.11324,0.62,3.1702,393.1,2.01,985,29.8,1,0.97
FALSE POSITIVE,0,1,1,1,8.667822346,137.341841,1.276,4.9658,2121.9,67.37,1303,187.6,1,1.889
CONFIRMED,0,0,0,0,1.475323222,131.83272,0.136,2.3155,154.9,5.88,2740,27.2,3,4.885
CONFIRMED,0,0,0,0,4.15246118,134.57991,0.639,2.5755,223.4,7.62,1941,24.5,4,4.885
CONFIRMED,0,0,0,0,8.7348852,135.0818,0.314,4.49,270.7,1.59,890,24.8,1,0.96
FALSE POSITIVE,0,0,1,1,10.26547688,136.49663,0.69,3.733,399.6,1.81,770,20.1,1,0.853
CANDIDATE,0,0,0,0,13.4471791,132.830555,0.963,3.0454,1428.2,5.24,848,105.3,1,1.041
FALSE POSITIVE,0,1,0,0,3.305577989,180.68154,1.145,2.5903,17971,25.89,1027,39.6,1,0.707
FALSE POSITIVE,0,1,0,0,4.800653901,134.365782,0.785,9.0419,15304,16.91,1347,298,1,1.241
FALSE POSITIVE,0,1,1,1,15.06649901,140.654788,1.018,5.9885,36348,56.44,932,154.6,1,1.626
FALSE POSITIVE,0,1,0,0,34.82008158,163.015559,0.663,11.1711,18848,11.36,459,882.6,1,0.784
FALSE POSITIVE,1,0,0,1,0.651784374,133.111707,1.224,2.0141,2779.3,33.65,2090,195.2,2,1.061
CANDIDATE,0,0,0,0,1.353771892,261.43662,1.203,7.012,1349.1,430.99,4903,76.7,1,15.76
FALSE POSITIVE,1,0,0,0,18.95491633,262.46677,1.228,24.249,867.5,71.39,1139,249.3,1,2.534
FALSE POSITIVE,1,0,0,0,67.5923754,151.75056,0.728,12.249,4158.1,12.1,588,60.9,2,1.744
CONFIRMED,0,0,0,0,17.02902786,143.33395,0.202,4.645,568.9,2.54,755,29.8,1,1.067
CONFIRMED,0,0,0,0,6.84619236,132.17265,0.077,3.529,246.8,1.67,1022,17.7,2,1.067
CONFIRMED,0,0,0,0,67.8321638,125.881,0.027,7.358,507.8,2.39,476,15.5,3,1.067
CONFIRMED,0,0,0,0,25.93406406,149.76273,0.014,4.6142,414.5,2.48,695,42.2,1,1.225
CONFIRMED,0,0,0,0,83.4463485,158.68061,0.058,6.536,503,2.73,471,36.1,2,1.225
CONFIRMED,0,0,0,0,12.99204853,136.32016,0.091,6.0175,270.6,2.03,866,38.7,1,1.242
FALSE POSITIVE,0,1,1,0,11.11620211,133.100575,0.937,4.211,4843.9,8.96,853,115.3,1,0.996
FALSE POSITIVE,0,1,1,1,1.922861499,134.658644,0.943,3.5734,1916.2,5.09,1392,103.4,1,0.911
FALSE POSITIVE,0,1,1,1,0.635445336,134.184037,1.253,1.8592,2547.4,19,1177,182.2,1,0.55
FALSE POSITIVE,0,1,1,0,1.665784138,133.863028,1.27,1.8946,2006.2,97.27,2636,148,1,2.789
CONFIRMED,0,0,0,0,52.09081627,158.744665,0.065,8.6388,2894.1,7.14,592,243.5,1,1.324
CONFIRMED,0,0,0,0,8.18739443,260.86931,0.377,3.0472,517.6,1.92,782,38.4,1,0.849
CONFIRMED,0,0,0,0,3.341799486,141.35472,0.426,2.9254,178.2,1.67,1356,48.8,2,1.235
FALSE POSITIVE,0,1,1,1,36.97708808,133.62681,1.246,4.737,1269.9,38.6,602,59.2,1,1.239
FALSE POSITIVE,0,0,1,1,1.303859704,134.21201,0.674,2.8239,36.7,0.98,2393,34.7,1,1.521
FALSE POSITIVE,0,1,1,0,145.5624926,146.0588,1.274,5.4126,2931.6,40.15,387,58.1,1,1.095
CONFIRMED,0,0,0,0,3.749105745,135.10837,0.942,1.9826,182.6,1.68,1160,38,1,0.983
CONFIRMED,0,0,0,0,11.08956602,141.76142,0.02,6.2877,148.1,3.51,1422,38.9,1,2.867
FALSE POSITIVE,0,0,0,1,7.24476126,139.10497,0.04,2.3145,58,0.65,837,27.2,1,0.874
CANDIDATE,0,0,0,0,119.0624882,149.22223,0.968,3.1188,5372.3,10.4,366,71.6,1,0.92
CONFIRMED,0,0,0,0,8.70798309,363.05638,0.063,2.4904,1419.6,2.01,543,28.1,1,0.554
FALSE POSITIVE,0,0,1,0,14.8623076,354.57297,0.324,3.161,840,1.57,454,14.4,3,0.554
CONFIRMED,0,0,0,0,27.40229859,133.6284,0.022,6.8491,747.5,3.63,734,79.3,3,1.324
CONFIRMED,0,0,0,0,3.179267286,261.841607,0.171,1.0246,200.9,1.21,1101,41,1,0.857
CONFIRMED,0,0,0,0,24.5709023,135.87209,0.945,3.587,764.2,2.82,505,26.3,2,0.78
FALSE POSITIVE,0,0,1,1,0.817026268,132.835239,0.01,2.0799,1145.5,2.92,1784,121.1,1,0.874
CONFIRMED,0,0,0,0,3.024092505,132.4168573,0.424,2.8021,7765,12.14,1489,1225.3,1,1.358
CANDIDATE,0,0,0,0,5.670155713,136.201739,1.267,0.9361,536.7,5.85,341,37.3,1,0.183
CONFIRMED,0,0,0,0,1.022678654,133.45422,0.019,1.3712,129.2,1.14,1734,21.6,1,1.02
CONFIRMED,0,0,0,0,12.10968709,140.21258,0.924,6.3461,284.7,2.98,1005,33.4,1,1.458
CONFIRMED,0,0,0,0,4.75796103,137.69636,0.621,4.66,124.5,1.7,1372,20.9,2,1.458
CONFIRMED,0,0,0,0,20.4972755,147.43894,0.966,8.536,242.9,2.96,843,22.8,3,1.458
FALSE POSITIVE,0,0,1,0,13.55480534,139.81609,0.497,2.288,48.3,0.62,679,16.5,2,0.874
FALSE POSITIVE,0,1,0,0,29.74454668,172.386652,0.337,23.2842,66894,20.06,455,765,1,0.788
FALSE POSITIVE,0,1,0,0,14.15402428,140.698466,1.1,4.47001,61625,53.25,777,930.3,1,1.037
FALSE POSITIVE,0,1,1,0,0.844786082,134.216987,1.297,3.5289,2468.5,35.27,1864,245.6,1,0.915
FALSE POSITIVE,0,1,0,0,0.848483947,133.585301,1.264,1.4451,1907.4,32.11,1908,185,1,0.936
FALSE POSITIVE,0,1,1,1,11.99097576,143.28437,1.269,5.7401,2124.3,37.47,880,102.8,1,1.072
CONFIRMED,0,0,0,0,31.8841473,160.20696,0.938,6.122,910,3.7,563,25.3,1,0.974
CANDIDATE,0,0,0,0,16.15811112,143.00233,1.8572,6.049,2319.8,86.13,660,52.8,1,0.874
CONFIRMED,0,0,0,0,12.06222962,138.22229,0.392,2.0584,300.2,1.62,750,32.4,1,0.933
CONFIRMED,0,0,0,0,21.85362905,144.32031,0.676,3.439,355.6,1.75,618,23,1,0.876
CONFIRMED,0,0,0,0,8.19345065,138.99617,0.815,5.234,115.4,1.74,1144,15.7,4,1.458
FALSE POSITIVE,0,1,1,1,19.97867,137.17061,0.923,10.168,944.3,6.85,1351,86.2,1,1.895
FALSE POSITIVE,0,1,1,0,15.45158184,142.21096,0.636,2.406,85.3,2.02,1285,21,1,2.069
FALSE POSITIVE,0,1,0,0,89.69816853,176.3060152,0.684,5.5418,273110,102.08,554,3420.3,1,1.583
CANDIDATE,0,0,0,0,1.187352427,133.465454,1.222,4.999,20703,67.35,2251,717.4,1,1.489
CONFIRMED,0,0,0,0,4.77800306,124.061465,0.02,2.7361,473,1.85,932,115.4,2,0.873
FALSE POSITIVE,0,1,0,0,7.814839231,357.519981,0.945,3.0122,2010.3,5.33,903,100,1,0.931
FALSE POSITIVE,0,1,1,1,29.7452499,157.38519,0.941,22.695,778.9,3.6,557,55.9,1,1.004
CONFIRMED,0,0,0,0,5.32667299,357.12617,0.043,3.4045,611.4,2.26,1007,34.1,1,0.921
FALSE POSITIVE,0,1,1,0,2.988085455,133.27252,1.216,3.68,802.8,21.81,1101,48.2,1,0.809
FALSE POSITIVE,1,0,0,1,0.393727296,178.587454,1.228,3.02,903.5,23.05,2216,82.4,1,0.808
CANDIDATE,0,0,0,0,8.17242644,361.20157,0.926,3.902,864.3,3.29,858,37,1,0.905
CONFIRMED,0,0,0,0,13.0607936,137.63148,0.718,3.215,236.6,1.45,734,19.4,2,0.876
CANDIDATE,0,0,0,0,4.2989201,132.86187,0.972,2.747,237.6,2.12,1046,20,1,0.986
FALSE POSITIVE,0,1,1,1,25.9518461,154.88212,1.22,14.581,1058.5,22.32,521,65.8,1,0.796
FALSE POSITIVE,0,1,1,1,25.9518536,154.88278,1.25,14.755,2017.9,24.6,494,79.4,1,0.742
FALSE POSITIVE,0,1,0,0,15.66388695,147.395712,0.985,2.4775,5144.4,27.36,1060,175.9,1,2.221
FALSE POSITIVE,0,1,0,0,4.020628573,133.638478,0.827,4.4085,20901,16.94,1232,282.6,1,1.033
CANDIDATE,0,0,0,0,5.714817603,355.00831,0.096,3.14126,12295,9.29,943,537.7,1,0.842
FALSE POSITIVE,0,1,1,1,2.897432135,450.75739,0.967,3.1793,1223.7,14.35,2170,73.9,1,2.994
CONFIRMED,0,0,0,0,8.70420525,357.55941,0.5,2.9385,1074.9,2.86,748,74,1,0.863
CONFIRMED,0,0,0,0,8.1280933,358.68367,0.357,3.727,224.1,1.39,875,10.7,2,0.921
CANDIDATE,0,0,0,0,2.83668931,353.81531,0.33,3.031,166.1,1.19,1242,12.1,3,0.921
CONFIRMED,0,0,0,0,0.974868896,133.076265,0.12,1.6191,197.6,1.16,1612,82.6,1,0.832
CONFIRMED,0,0,0,0,4.89721006,133.39852,0.66,1.812,274.4,1.48,904,16.9,1,0.847
FALSE POSITIVE,0,1,0,0,2.757794163,135.232863,0.8,2.7644,39043,20.05,1231,349.2,1,0.891
FALSE POSITIVE,0,0,1,1,1.914158508,134.644919,0.942,3.2917,7829.2,13.63,1646,124.6,1,1.118
FALSE POSITIVE,0,1,1,0,0.643794198,133.984483,1.193,1.5662,456.7,19.51,2011,53.7,1,0.83
CONFIRMED,0,0,0,0,16.08832318,139.49184,0.648,5.731,597.8,3.42,875,31.3,1,1.33
CONFIRMED,0,0,0,0,35.6757453,145.00717,0.61,7.381,471.2,3.02,671,18.5,2,1.33
FALSE POSITIVE,0,1,0,0,161.7883271,214.039,0.267,5.31,87750,36.14,375,704.5,1,1.212
CONFIRMED,0,0,0,0,16.56806842,146.15285,0.164,4.2647,1331.4,2.54,548,41.9,1,0.716
FALSE POSITIVE,0,0,1,0,0.856895349,133.67521,0.554,1.3078,82.2,0.82,1881,33.1,1,0.873
CONFIRMED,0,0,0,0,40.8065333,155.71586,0.016,13.135,313.9,3.71,772,54.8,1,2.097
CONFIRMED,0,0,0,0,2.46697039,354.93093,0.574,1.6345,308.7,1.56,1139,29.5,2,0.863
CANDIDATE,0,0,0,0,2.624234833,132.304988,0.781,1.3874,2607,5.11,1164,361.1,1,0.899
CONFIRMED,0,0,0,0,6.61836309,360.36694,0.043,3.6813,549.1,2.98,1066,31.5,1,1.294
CONFIRMED,0,0,0,0,107.7214092,354.19522,0.003,8.042,1396.2,4.75,421,30.5,2,1.294
FALSE POSITIVE,0,1,1,1,5.251916208,357.321883,1.256,4.9095,10624,37.15,952,146.3,1,0.872
FALSE POSITIVE,1,0,1,1,100.3039228,277.0607,1.256,8.702,5450,29.55,313,63.2,1,0.772
FALSE POSITIVE,1,0,1,0,0.986620248,448.5959,1.252,3.9722,1345.8,43.98,2308,117.7,1,1.385
CONFIRMED,0,0,0,0,14.12847677,142.8971,0.811,3.685,628.7,2.73,739,23,2,0.974
CONFIRMED,0,0,0,0,8.39842977,136.31152,0.573,6.344,340.1,2,984,28,1,1.044
CONFIRMED,0,0,0,0,8.63847391,139.94684,0.049,5.4566,395.9,5.99,1419,38.6,1,3.046
CONFIRMED,0,0,0,0,140.10765,216.21749,0.019,18.503,266.8,3.42,511,29,2,2.097
CONFIRMED,0,0,0,0,3.4815917,132.98828,0.076,1.8069,135.2,1.17,1156,23.4,1,1.022
FALSE POSITIVE,0,1,0,0,8.360616221,172.264978,0.21,7.5385,28066,40.35,1263,425.6,1,2.445
FALSE POSITIVE,0,1,1,1,1.838514968,352.72266,0.045,2.7391,2721.7,4.86,1426,63.7,1,0.94
CONFIRMED,0,0,0,0,35.61760233,197.03573,0.009,8.4559,4634.9,5.17,456,155,1,0.779
FALSE POSITIVE,0,0,1,1,1.09206833,133.19403,0.469,1.8596,219.2,1.29,1611,45.5,1,0.859
CONFIRMED,0,0,0,0,10.12805158,139.1159,0.753,3.517,477.4,1.95,767,38,1,0.82
FALSE POSITIVE,0,1,1,1,1.613001111,178.52846,0.448,2.394,104.1,1.25,1680,19.3,1,1.205
CONFIRMED,0,0,0,0,3.770551475,357.11836,0.053,3.8077,12440,12.05,1302,100.8,1,1.075
FALSE POSITIVE,1,0,0,0,29.12436474,142.16154,1.181,3.4209,6496,15.25,356,63.4,2,0.481
FALSE POSITIVE,0,1,1,0,31.82814583,366.704854,1.276,2.917,4456.8,35.8,564,78.7,1,0.92
FALSE POSITIVE,0,1,1,1,3.629442796,134.70066,0.97,5.63,426.6,3.28,1434,76.4,1,1.217
FALSE POSITIVE,0,0,1,0,7.44042933,134.76331,0.968,2.991,547.3,2.74,883,34,1,0.877
CONFIRMED,0,0,0,0,6.581477136,174.787814,0.137,3.0896,2318.9,4.56,881,116.2,1,0.973
CONFIRMED,0,0,0,0,11.51517167,174.85855,0.311,2.006,1357.4,2.9,657,53.2,1,0.798
CONFIRMED,0,0,0,0,7.641567589,135.407564,0.027,3.41018,2269.7,4.91,899,437.5,2,1.055
FALSE POSITIVE,0,1,0,0,30.6113932,374.6216,1.264,3.576,3472,19.68,317,37.5,1,0.534
CONFIRMED,0,0,0,0,7.40742502,355.49652,0.03,3.675,442,2.01,938,23.1,1,0.961
FALSE POSITIVE,1,0,0,0,569.934135,248.94045,0.919,4.1904,18904,38.98,296,66.7,1,2.057
FALSE POSITIVE,0,0,1,0,5.09246539,357.53594,0.161,3.659,254,1.17,844,17.1,1,0.751
FALSE POSITIVE,0,0,0,1,1.103971357,354.58216,0.52,0.926,317.9,1.37,1471,21.7,1,0.746
CONFIRMED,0,0,0,0,6.877446033,132.08426,0.79,1.3692,1632.3,2.05,484,39.6,2,0.46
CONFIRMED,0,0,0,0,42.89645024,146.0613,0.007,5.6897,555.3,2,448,66.8,3,0.873
FALSE POSITIVE,0,0,1,1,2.44199803,134.57095,0.856,2.759,251.7,1.44,1282,27.2,1,0.796
CANDIDATE,0,0,0,0,30.5872153,162.8842,0.013,5.3698,464.8,2.32,621,33.1,1,1.082
CONFIRMED,0,0,0,0,7.09712124,136.34514,0.05,2.1059,369.5,0.74,425,18.3,1,0.389
FALSE POSITIVE,0,0,1,1,2.6827683,134.25535,0.769,2.957,79.8,1.19,1551,26.7,1,1.223
CONFIRMED,0,0,0,0,3.601465336,171.99184,0.021,2.2753,777.7,2.31,996,50.7,1,0.855
CANDIDATE,0,0,0,0,3.108251172,170.244566,0.9,2.5048,1867.7,4.43,1096,156.5,1,0.847
CANDIDATE,0,0,0,0,40.715561,146.36485,0.008,6.894,680.9,2.7,578,28.9,1,1.031
FALSE POSITIVE,0,1,1,1,20.42720701,176.71737,0.956,3.447,1273,4.42,674,36.7,1,0.958
FALSE POSITIVE,0,1,0,0,6.198273591,183.3731434,0.343,7.53837,47303,19.81,985,2561.1,1,0.898
FALSE POSITIVE,0,0,1,1,1.023471798,354.8182,0.974,2.3499,861.4,3.78,1727,63,1,0.893
CONFIRMED,0,0,0,0,17.31711739,142.36094,0.684,3.1518,1473,2.04,454,35.9,1,0.502
CONFIRMED,0,0,0,0,9.42889884,140.1046,0.011,4.4481,565.4,4.39,1163,50.4,1,1.86
FALSE POSITIVE,0,1,1,1,1.096583368,133.61436,0.421,2.1188,308.5,1.35,1474,44.3,1,0.763
CANDIDATE,0,0,0,0,6.50327035,135.26657,0.08,2.591,418.3,1.67,804,19,1,0.843
CANDIDATE,0,0,0,0,4.09667624,133.09833,0.142,2.19,302.3,1.42,938,16.2,3,0.843
CONFIRMED,0,0,0,0,1.196548464,132.53363,0.332,1.2592,224.6,1.25,1414,16.5,2,0.843
CONFIRMED,0,0,0,0,25.2630467,134.18397,0.743,6.22,125.5,1.71,756,14.3,2,1.41
CONFIRMED,0,0,0,0,0.677374687,133.94573,0.132,1.8361,76.7,0.9,2099,38.7,1,1.037
CONFIRMED,0,0,0,0,7.41084314,135.75425,0.064,3.245,124.1,0.94,850,25.6,2,0.853
CONFIRMED,0,0,0,0,24.58716355,173.70572,0.648,3.984,907.5,2.37,530,35.6,1,0.749
CONFIRMED,0,0,0,0,12.53248222,170.76535,0.668,4.0168,1145.9,3.24,775,66.7,1,0.904
CONFIRMED,0,0,0,0,13.19720694,171.545479,0.568,3.4872,2141.4,4.18,642,116.2,1,0.885
CONFIRMED,0,0,0,0,14.85890852,128.154869,0.255,3.5252,3269,5.94,720,456.8,1,1.055
FALSE POSITIVE,0,0,1,0,2.866680334,134.066374,0.968,1.1264,712.4,2.93,1045,43,1,0.764
CONFIRMED,0,0,0,0,17.44486016,141.6802,0.871,4.445,826.9,3.24,679,46,1,0.966
FALSE POSITIVE,0,0,1,0,8.30697421,137.08254,1.151,2.76,158.7,37.99,1246,17.4,1,2.124
CANDIDATE,0,0,0,0,22.65117451,140.337593,0.925,3.6895,2250,7.62,855,170.1,1,1.333
FALSE POSITIVE,0,0,1,0,1.204274435,134.05838,0.528,1.3362,185.8,1.19,1564,34.7,1,0.849
CANDIDATE,0,0,0,0,7.71790675,139.15725,0.112,1.84,306.8,0.9,502,12.6,1,0.509
CONFIRMED,0,0,0,0,27.6652847,144.8714,0.004,6.633,469.2,2.21,641,36.1,1,1.017
FALSE POSITIVE,0,1,1,1,0.948950734,134.368152,1.246,4.0245,2133,36.87,2103,238.6,1,1.133
CONFIRMED,0,0,0,0,14.55730897,145.095012,0.036,7.7643,956.9,4.32,879,200,1,1.412
FALSE POSITIVE,1,0,0,0,0.635069939,134.0209283,1.25,2.07171,33117,57.77,2351,578.6,1,1.058
CANDIDATE,0,1,0,0,6.810823723,136.04667,0.57,7.98574,14447,26.06,1626,1441.9,1,2.079
FALSE POSITIVE,0,0,1,1,0.933746515,133.387415,1.262,6.6522,2936.6,25.54,1508,549.5,1,0.716
FALSE POSITIVE,0,1,0,0,1.872421727,134.366162,0.917,1.5261,3018.9,5.65,1298,179,1,0.825
CONFIRMED,0,0,0,0,33.6528474,147.8025,0.567,3.9616,1140.8,3.05,470,41.9,2,0.885
CONFIRMED,0,0,0,0,5.90127815,171.40674,0.03,2.1979,1525.2,1.94,514,56.6,1,0.498
CONFIRMED,0,0,0,0,8.75209691,170.63671,0.017,2.3742,1367.6,1.83,451,44.8,3,0.498
CONFIRMED,0,0,0,0,22.78078241,155.20408,0.008,3.3002,1925.1,2.17,328,46.4,2,0.498
CONFIRMED,0,0,0,0,0.742957911,133.27936,0.162,0.6688,843.3,1.47,1026,45.3,5,0.498
FALSE POSITIVE,0,1,0,0,54.35635067,164.070221,1.142,6.4345,10510,38.81,566,628.1,1,1.255
FALSE POSITIVE,0,0,1,1,0.54624855,178.5614,1.215,2.0543,639.7,18.93,1837,42.9,1,0.714
CONFIRMED,0,0,0,0,18.82744023,196.19088,0.025,4.664,1006.2,2.7,632,29.5,1,0.86
FALSE POSITIVE,0,0,1,1,8.4120069,139.64745,0.022,3.923,819.6,1.71,590,39.7,1,0.621
CONFIRMED,0,0,0,0,5.747711909,133.29939,0.575,1.8923,820.1,1.86,641,51.7,1,0.632
CONFIRMED,0,0,0,0,86.67856052,175.597013,0.291,10.1289,8244.1,9.83,434,318.3,1,1.081
FALSE POSITIVE,0,1,1,0,8.387210055,138.903759,1.284,1.6477,4952,72.52,1211,180.6,1,1.795
FALSE POSITIVE,0,1,0,1,15.2384539,369.56902,0.74,19.292,7019,9.84,829,56,1,1.086
FALSE POSITIVE,0,0,1,1,6.47179275,356.38477,0.014,6.788,402.5,2.08,1075,30.7,1,1.033
CANDIDATE,0,0,0,0,64.617518,166.14425,0.9,5.796,2486.6,5.4,383,61.9,1,0.881
CONFIRMED,0,0,0,0,13.21409607,140.58492,0.812,3.5641,1154.8,2.77,629,38,1,0.728
CONFIRMED,0,0,0,0,3.584101048,170.427829,0.045,2.7316,2608.1,4.66,1131,166.3,1,0.922
CONFIRMED,0,1,0,0,1.763587535,120.5659254,0.512,3.16877,4590.6,21.42,3559,4061.9,1,3.031
CONFIRMED,0,0,0,0,5.014234733,133.174289,0.066,4.589,6536,10.63,1308,794.3,1,1.307
CONFIRMED,0,0,0,0,8.11528727,174.52257,0.916,3.211,834.9,3.1,879,59.1,1,0.887
CONFIRMED,0,0,0,0,36.9250409,174.22246,0.838,4.9381,902,3.01,530,39.3,2,0.887
FALSE POSITIVE,0,1,1,0,37.4783492,157.31713,1.161,5.317,1467.9,10.05,262,18.3,1,0.44
FALSE POSITIVE,0,0,1,1,8.09695764,140.74216,1.165,3.319,283.5,34,1197,35.4,1,1.707
CONFIRMED,0,0,0,0,14.5598556,135.95038,0.026,5.624,290.6,1.64,758,15.6,1,0.966
FALSE POSITIVE,1,0,1,0,0.528755447,133.38227,1.204,5.714,408.5,47.75,3271,100.1,1,1.954
CONFIRMED,0,0,0,0,6.10027621,135.58656,0.015,4.7476,766.6,2.59,990,43.2,1,0.937
CANDIDATE,0,0,0,0,51.59809554,203.979914,0.251,2.0153,5869.2,6.57,449,79.7,1,0.859
CONFIRMED,0,0,0,0,8.408878137,134.006366,0.018,3.4967,798.9,2.28,809,147.2,1,0.812
CONFIRMED,0,0,0,0,10.93725572,136.98549,0.866,3.0822,421.6,2.41,777,24.6,2,1.004
CONFIRMED,0,0,0,0,2.97136658,134.38662,0.349,2.716,233.3,1.52,1200,25.6,3,1.004
CONFIRMED,0,0,0,0,158.6850022,173.94993,0.034,11.5372,898.3,3.08,350,97.4,1,1.034
CONFIRMED,0,0,0,0,7.03902016,175.73059,0.015,3.8633,529.8,2.45,1051,54.3,1,1.058
CANDIDATE,0,0,0,0,21.76129812,166.540438,0.123,1.243,1300.7,2.53,486,60,1,0.72
CANDIDATE,0,0,0,0,12.71379418,175.0725677,0.485,2.44093,36719,2.31,181,2981.3,1,0.116
FALSE POSITIVE,0,1,0,0,15.80110003,177.1533515,0.512,6.37505,37545,15.61,614,1642.2,1,0.789
FALSE POSITIVE,0,0,1,0,1.739428983,354.889074,4.246,2.4894,5897.4,268.65,1268,130,1,0.742
FALSE POSITIVE,0,1,1,0,1.217266418,133.328666,0.878,3.3208,5811.5,14.49,2378,603.4,1,1.638
FALSE POSITIVE,0,1,0,0,19.56309252,134.3548284,0.842,6.9547,12992,23.76,965,2477,1,1.831
FALSE POSITIVE,0,1,1,1,3.7228551,179.30315,0.911,12.8164,2969.2,5.67,1118,294.8,1,0.863
FALSE POSITIVE,0,1,0,0,48.93786896,140.76639,0.981,6.5868,7240.1,24.19,764,445.7,1,1.761
FALSE POSITIVE,0,1,1,0,5.48990788,134.10438,1.199,4.02,598.9,23.6,1039,36.7,1,0.96
CONFIRMED,0,0,0,0,161.5278347,198.00137,0,3.6734,4653.6,8.19,366,54.7,1,1.213
FALSE POSITIVE,1,0,1,1,0.73093905,355.90306,0.018,2.8437,451.1,1.45,1488,52.4,1,0.711
